0,0,1,1,1,0,0,0,1,0,-10.5,-6.5
0,0,1,1,1,0,0,0,1,0,-10.5,6.5
0,0,1,1,1,0,0,0,1,13,-10.5,6.5
0,0,1,1,1,0,0,0,1,13,-10.5,-6.5
0,0,1,1,1,0,0,0,1,26,-10.5,-6.5
0,0,1,1,1,0,0,0,1,26,-10.5,6.5
0,0,1,1,1,0,0,0,1,39,-10.5,6.5
0,0,1,1,1,0,0,0,1,39,-10.5,-6.5
0,0,1,1,1,0,0,0,1,62.1,-13.7,-6.5
0,0,1,1,1,0,0,0,1,62.1,-13.7,6.5
0,0,1,1,1,0,0,0,1,75.1,-13.7,6.5
0,0,1,1,1,0,0,0,1,75.1,-13.7,-6.5
0,0,1,1,1,0,0,0,1,88.1,-13.7,-6.5
0,0,1,1,1,0,0,0,1,88.1,-13.7,6.5
0,0,1,1,1,0,0,0,1,101.1,-13.7,6.5
0,0,1,1,1,0,0,0,1,101.1,-13.7,-6.5
0,0,1,1,1,0,0,0,1,114.1,-13.7,-6.5
0,0,1,1,1,0,0,0,1,114.1,-13.7,6.5
0,0,1,1,1,0,0,0,1,127.1,-13.7,6.5
0,0,1,1,1,0,0,0,1,127.1,-13.7,-6.5
0,0,1,1,1,0,0,0,1,140.1,-13.7,-6.5
0,0,1,1,1,0,0,0,1,140.1,-13.7,6.5
0,1,1,1,1,0,0.7071068,0,0.7071068,0.7,4.2,14.2
