0,0,1,1,1,0,-0.7071068,0,0.7071068,0,-10.5,6.5,0
0,0,1,1,1,0,-0.7071068,0,0.7071068,13.035,-10.5,6.5,0
0,0,1,1,1,0,0.7071068,0,0.7071068,0,-10.21,-7.33,1
0,0,1,1,1,0,0.7071068,0,0.7071068,13.035,-10.21,-7.33,1
0,0,1,1,1,0,-0.7071068,0,0.7071068,-13.035,-10.5,6.5,0
0,0,1,1,1,0,0.7071068,0,0.7071068,-13.035,-10.21,-7.33,1
0,0,1,1,1,0,-0.7071068,0,0.7071068,71.77499,-10.5,21.865,0
0,0,1,1,1,0,-0.7071068,0,0.7071068,58.74,-10.5,21.865,0
0,0,1,1,1,0,-0.7071068,0,0.7071068,45.705,-10.5,21.865,0
0,0,1,1,1,0,-0.7071068,0,0.7071068,71.605,-10.5,34.9,0
0,0,1,1,1,0,-0.7071068,0,0.7071068,58.74,-10.5,34.9,0
0,0,1,1,1,0,-0.7071068,0,0.7071068,45.705,-10.5,34.9,0
0,0,1,1,1,0,-0.7071068,0,0.7071068,71.77499,-10.5,47.935,0
0,0,1,1,1,0,-0.7071068,0,0.7071068,58.74,-10.5,47.935,0
0,0,1,1,1,0,-0.7071068,0,0.7071068,45.705,-10.5,47.935,0
0,0,1,1,1,0,-0.7071068,0,0.7071068,30.245,-10.5,21.865,0
0,0,1,1,1,0,-0.7071068,0,0.7071068,30.245,-10.5,34.9,0
0,0,1,1,1,0,-0.7071068,0,0.7071068,30.245,-10.5,47.935,0
0,0,1,1,1,0,-0.7071068,0,0.7071068,87.08499,-10.5,21.865,0
0,0,1,1,1,0,-0.7071068,0,0.7071068,87.08499,-10.5,34.9,0
0,0,1,1,1,0,-0.7071068,0,0.7071068,87.08499,-10.5,47.935,0
0,0,1,1,1,0,-0.7071068,0,0.7071068,71.77499,-10.5,60.97,0
0,0,1,1,1,0,-0.7071068,0,0.7071068,58.74,-10.5,60.97,0
0,0,1,1,1,0,-0.7071068,0,0.7071068,45.705,-10.5,60.97,0
0,0,1,1,1,0,-0.7071068,0,0.7071068,30.245,-10.5,60.97,0
0,0,1,1,1,0,-0.7071068,0,0.7071068,87.08499,-10.5,60.97,0
1,0,1,1,1,0,0,0,1,-20.75,3.99,6.5,1
1,0,1,1,1,0,0,0,1,-20.75,3.99,-6.535,1
1,0,1,1,1,0,-0.7071068,0,0.7071068,30.245,3.99,14.175,1
1,0,1,1,1,0,-0.7071068,0,0.7071068,87.08499,3.99,14.165,1
1,0,1,1,1,0,0,0,1,22.565,3.99,21.865,2
1,0,1,1,1,0,0,0,1,22.565,3.99,34.9,2
1,0,1,1,1,0,0,0,1,22.565,3.99,47.935,2
1,0,1,1,1,0,0,0,1,22.565,3.99,60.97,2
1,0,1,1,1,0,1,0,0,94.845,3.99,21.865,4
1,0,1,1,1,0,1,0,0,94.845,3.99,34.9,4
1,0,1,1,1,0,1,0,0,94.845,3.99,47.935,4
1,0,1,1,1,0,1,0,0,94.845,3.99,60.97,4
1,0,1,1,1,0,0.7071068,0,0.7071068,30.245,3.99,68.69501,3
1,0,1,1,1,0,0.7071068,0,0.7071068,87.08499,3.99,68.69501,3
1,0,1,1,1,0,0.7071068,0,0.7071068,71.77499,3.99,68.69501,3
1,0,1,1,1,0,0.7071068,0,0.7071068,45.66999,3.99,68.69501,3
1,0,1,1,1,0,0,0,1,-20.75,13.89,6.5,1
1,0,1,1,1,0,0,0,1,-20.75,13.89,-6.535,1
1,0,1,1,1,0,-0.7071068,0,0.7071068,30.245,13.89,14.175,1
1,0,1,1,1,0,-0.7071068,0,0.7071068,87.08499,13.89,14.165,1
1,0,1,1,1,0,0,0,1,22.565,13.89,21.865,2
1,0,1,1,1,0,0,0,1,22.565,13.89,34.9,2
1,0,1,1,1,0,0,0,1,22.565,13.89,47.935,2
1,0,1,1,1,0,0,0,1,22.565,13.89,60.97,2
1,0,1,1,1,0,1,0,0,94.845,13.89,60.97,4
1,0,1,1,1,0,1,0,0,94.845,13.89,47.935,4
1,0,1,1,1,0,1,0,0,94.845,13.89,34.9,4
1,0,1,1,1,0,1,0,0,94.845,13.89,21.865,4
1,0,1,1,1,0,0.7071068,0,0.7071068,30.245,13.89,68.69501,3
1,0,1,1,1,0,0.7071068,0,0.7071068,87.08499,13.89,68.69501,3
1,0,1,1,1,0,0.7071068,0,0.7071068,71.77499,13.89,68.69501,3
1,0,1,1,1,0,0.7071068,0,0.7071068,58.705,13.89,68.69501,3
1,0,1,1,1,0,0.7071068,0,0.7071068,45.66999,13.89,68.69501,3
1,0,1,1,1,0,0.7071068,0,0.7071068,45.66999,23.79,68.69501,3
1,0,1,1,1,0,0.7071068,0,0.7071068,58.705,23.79,68.69501,3
1,0,1,1,1,0,0.7071068,0,0.7071068,71.77499,23.79,68.69501,3
1,0,1,1,1,0,0.7071068,0,0.7071068,87.08499,23.79,68.69501,3
1,0,1,1,1,0,0.7071068,0,0.7071068,30.245,23.79,68.69501,3
1,0,1,1,1,0,1,0,0,94.845,23.79,21.865,4
1,0,1,1,1,0,1,0,0,94.845,23.79,34.9,4
1,0,1,1,1,0,1,0,0,94.845,23.79,47.935,4
1,0,1,1,1,0,1,0,0,94.845,23.79,60.97,4
1,0,1,1,1,0,0,0,1,22.565,23.79,60.97,2
1,0,1,1,1,0,0,0,1,22.565,23.79,47.935,2
1,0,1,1,1,0,0,0,1,22.565,23.79,34.9,2
1,0,1,1,1,0,0,0,1,22.565,23.79,21.865,2
1,0,1,1,1,0,-0.7071068,0,0.7071068,87.08499,23.79,14.165,1
1,0,1,1,1,0,-0.7071068,0,0.7071068,30.245,23.79,14.175,1
